file,word,context,suggestions,confidence,rule_id
2015-10-17-nx-nastran-tozhe-udarilsya-v-oblaka-skoro.md:title,вендоров,"NX Nastran тоже ударился в облака. Скоро будет проще сказать, кого из CAE вендоров там нет. Siemens ",военкоров | теноров | венгров | Федоров | цензоров,LOW,SPELLING
2015-10-17-pomozhete-ferrari-kak-eto-slelal-ansys.md:title,слелал,"Поможете Ferrari, как это слелал  - и вас увековечат в LEGO!",сделал | слетал | слезал | сделать | слетать,LOW,SPELLING
2015-10-19-dlya-nachala-rabochey-nedeli-nebolshoy-likb.md:title,решёточных,Для начала рабочей недели небольшой ликбез по методу решёточных уравнений Больцмана (Lattice Boltzma,решеточных | нешуточных | решеточные | решеточный | решеточным,LOW,SPELLING
2015-10-19-statya-na-temu-togo-kak-fiat-chrysler-a.md:body,решёточных,"Интересно, что PowerFLOW базируется на методе решёточных уравнений Больцмана (Lattice Boltzmann Meth",решеточных | нешуточных | решеточные | решеточный | решеточным,LOW,SPELLING
2015-10-22-davolno-uzhe-staryy-no-vse-esche-interesn.md:title,Давольно,"Давольно уже старый, но все еще интересный вебинар  посвященный работе их бессеточного  решателя.",Довольно | Да вольно | Да-вольно | Давильный | Довольный,LOW,SPELLING
2015-10-22-davolno-uzhe-staryy-no-vse-esche-interesn.md:title,бессеточного,"Давольно уже старый, но все еще интересный вебинар  посвященный работе их бессеточного  решателя.",бессточного | бес сеточного | бес-сеточного | беседочного | бессрочного,LOW,SPELLING
2015-10-22-davolno-uzhe-staryy-no-vse-esche-interesn.md:body,решёточных,"Сей чудесный решатель использует методе решёточных уравнений Больцмана (Lattice Boltzmann Method, ).",решеточных | нешуточных | решеточные | решеточный | решеточным,LOW,SPELLING
2015-10-23-kak-zamenit-3ds-max-na-fluent.md:title,3Ds,Как заменить 3Ds MAX на ,А | И | К | О | Я,LOW,SPELLING
2015-10-23-kak-zamenit-3ds-max-na-fluent.md:body,3Ds,Как заменить 3Ds MAX на ,А | И | К | О | Я,LOW,SPELLING
2015-10-23-kolichestvo-podpischikov-etogo-pablika-per.md:title,паблика,"Количество подписчиков этого паблика перевалило за сотню, и это первый важный психологический рубеж.",публика | Павлика | па блика | па-блика | паб лика,LOW,SPELLING
2015-10-23-kolichestvo-podpischikov-etogo-pablika-per.md:body,паблика,"За прошедшее время врем удалось выработать сетку вещания: обязательная новость для тех, кто пришел н",публика | Павлика | па блика | па-блика | паб лика,LOW,SPELLING
2015-10-26-na-dnyah-provodil-obucheniya-dlya-rebyat-kot.md:title,мет,"На днях проводил обучения для ребят, который очень любят варить... нет, не мет (привет канатам Break",мент | мест | мета | мети | метя,LOW,SPELLING
2015-10-29-kipling-reshatelya-aerodinamiki-neszhimaemy.md:title,Киплинг,Киплинг решателя аэродинамики несжимаемых жидкостей и метода дискретных частиц в LS-DYNA R9 (тизер :,Рислинг | Шиллинг | Кислинка,LOW,SPELLING
2015-10-29-kipling-reshatelya-aerodinamiki-neszhimaemy.md:title,тизер,Киплинг решателя аэродинамики несжимаемых жидкостей и метода дискретных частиц в LS-DYNA R9 (тизер :,мизер | тире | триер | тер | тиаре,LOW,SPELLING
2015-10-30-modelirovanie-gibravlicheskih-sistem-na-p.md:title,гибравлических,Моделирование гибравлических систем на примере механизма шасси. Связка   и  - прикольная штука!,гидравлических | гидравлические | гидравлический | гидравлическим,LOW,SPELLING
2015-11-01-10-primerov-iz-za-kotory-nado-perehodit.md:title,из-за,"10 примеров, из-за которы надо переходить на ",изба | извоза | изюма | из | низа,LOW,SPELLING
2015-11-01-10-primerov-iz-za-kotory-nado-perehodit.md:title,которы,"10 примеров, из-за которы надо переходить на ",конторы | которые | которых | который | которым,LOW,SPELLING
